Index,src,snk,sourceOtu,targetOtu,m_width,bandType,sourceDimColors,targetDimColors
380,9,0,44061,43622,24,0,:456-480:960-964,:456-480:960-964
1789,39,30,45720,45281,24,0,:672-696:960-964,:672-696:960-964
1445,348,339,76000,75561,24,0,:96-120:960-964,:96-120:960-964
1287,1112,1103,59778,59339,24,0,:144-168:960-964,:144-168:960-964
149,842,833,3380,2941,24,0,:672-696:960-964,:672-696:960-964
1259,1887,1876,33231,32792,24,0,:432-456:960-964,:432-456:960-964
1055,79,70,47906,47467,24,0,:336-360:960-964,:336-360:960-964
150,842,833,3381,2942,24,0,:696-720:960-964,:696-720:960-964
1305,1112,1103,59796,59357,24,0,:576-600:960-964,:576-600:960-964
873,1781,1748,30494,30055,24,0,:768-792:960-964,:768-792:960-964
53,822,813,2264,1825,24,0,:288-312:960-964,:288-312:960-964
1180,99,90,49011,48572,24,0,:456-480:960-964,:456-480:960-964
1896,406,397,79185,78746,24,0,:360-384:960-964,:360-384:960-964
321,892,883,6103,5664,24,0,:0-24:960-964,:0-24:960-964
808,1092,1083,58679,58240,24,0,:168-192:960-964,:168-192:960-964
412,49,40,46253,45814,24,0,:264-288:960-964,:264-288:960-964
1651,386,379,78080,77767,24,0,:240-264:960-964,:240-264:960-964
671,1448,1443,18562,18123,24,0,:720-744:960-964,:720-744:960-964
1047,79,70,47898,47459,24,0,:144-168:960-964,:144-168:960-964
1323,1599,1351,20735,20296,24,0,:48-72:960-964,:48-72:960-964
108,832,823,2829,2390,24,0,:648-672:960-964,:648-672:960-964
1315,1112,1103,59806,59367,24,0,:816-840:960-964,:816-840:960-964
1254,1887,1876,33226,32787,24,0,:312-336:960-964,:312-336:960-964
1802,318,309,74346,73907,24,0,:24-48:960-964,:24-48:960-964
30,812,803,1731,1291,24,0,:696-720:960-964,:696-720:960-964
176,852,843,3917,3478,24,0,:360-384:960-964,:360-384:960-964
1619,149,140,51760,51321,24,0,:432-456:960-964,:432-456:960-964
715,1082,1073,58156,57717,24,0,:816-840:960-964,:816-840:960-964
1349,1599,1351,20761,20322,24,0,:672-696:960-964,:672-696:960-964
744,1142,1133,61446,61006,24,0,:552-576:960-964,:552-576:960-964
492,59,50,46803,46364,24,0,:264-288:960-964,:264-288:960-964
622,129,120,50663,50224,24,0,:504-528:960-964,:504-528:960-964
1048,79,70,47899,47460,24,0,:168-192:960-964,:168-192:960-964
417,49,40,46258,45819,24,0,:384-408:960-964,:384-408:960-964
1423,29,20,45164,44725,24,0,:528-552:960-964,:528-552:960-964
1730,1172,1163,63082,62643,24,0,:216-240:960-964,:216-240:960-964
255,872,863,5017,4578,24,0,:336-360:960-964,:336-360:960-964
639,129,120,50680,50241,24,0,:912-936:960-964,:912-936:960-964
859,1781,1748,30480,30041,24,0,:432-456:960-964,:432-456:960-964
331,892,883,6113,5674,24,0,:240-264:960-964,:240-264:960-964
1600,1994,1982,37652,37213,24,0,:936-964,:936-964
262,872,863,5024,4585,24,0,:504-528:960-964,:504-528:960-964
194,852,843,3935,3496,24,0,:792-816:960-964,:792-816:960-964
1558,1681,1672,102324,101885,24,0,:888-912:960-964,:888-912:960-964
1835,318,309,74379,73940,24,0,:816-840:960-964,:816-840:960-964
1749,1172,1163,63101,62662,24,0,:672-696:960-964,:672-696:960-964
522,109,100,49543,49104,24,0,:24-48:960-964,:24-48:960-964
628,129,120,50669,50230,24,0,:648-672:960-964,:648-672:960-964
1017,139,130,51208,50769,24,0,:384-408:960-964,:384-408:960-964
424,49,40,46265,45826,24,0,:552-576:960-964,:552-576:960-964
342,892,883,6124,5685,24,0,:504-528:960-964,:504-528:960-964
461,69,60,47362,46923,24,0,:480-504:960-964,:480-504:960-964
353,892,883,6135,5696,24,0,:768-792:960-964,:768-792:960-964
195,852,843,3936,3497,24,0,:816-840:960-964,:816-840:960-964
209,862,853,4460,4021,24,0,:192-216:960-964,:192-216:960-964
748,1142,1133,61450,61010,24,0,:648-672:960-964,:648-672:960-964
422,49,40,46263,45824,24,0,:504-528:960-964,:504-528:960-964
1603,149,140,51744,51305,24,0,:48-72:960-964,:48-72:960-964
1484,1504,1370,17985,17546,24,0,:72-96:960-964,:72-96:960-964
614,129,120,50655,50216,24,0,:312-336:960-964,:312-336:960-964
1803,318,309,74347,73908,24,0,:48-72:960-964,:48-72:960-964
1391,1162,1153,62553,62114,24,0,:720-744:960-964,:720-744:960-964
34,812,803,1735,1295,24,0,:792-816:960-964,:792-816:960-964
1241,1887,1876,33213,32774,24,0,:0-24:960-964,:0-24:960-964
1501,1504,1370,18002,17563,24,0,:480-504:960-964,:480-504:960-964
1644,386,379,78073,77760,24,0,:72-96:960-964,:72-96:960-964
204,862,853,4455,4016,24,0,:72-96:960-964,:72-96:960-964
1462,348,339,76017,75578,24,0,:504-528:960-964,:504-528:960-964
316,882,873,5588,5149,24,0,:840-864:960-964,:840-864:960-964
232,862,853,4483,4044,24,0,:744-768:960-964,:744-768:960-964
703,1082,1073,58144,57705,24,0,:528-552:960-964,:528-552:960-964
1765,39,30,45696,45257,24,0,:96-120:960-964,:96-120:960-964
974,19,10,44605,44166,24,0,:312-336:960-964,:312-336:960-964
1065,79,70,47916,47477,24,0,:576-600:960-964,:576-600:960-964
1760,1172,1163,63112,62673,24,0,:936-964,:936-964
682,1082,1073,58123,57684,24,0,:24-48:960-964,:24-48:960-964
1306,1112,1103,59797,59358,24,0,:600-624:960-964,:600-624:960-964
1102,89,80,48463,48024,24,0,:504-528:960-964,:504-528:960-964
1076,79,70,47927,47488,24,0,:840-864:960-964,:840-864:960-964
414,49,40,46255,45816,24,0,:312-336:960-964,:312-336:960-964
1473,348,339,76028,75589,24,0,:768-792:960-964,:768-792:960-964
729,1142,1133,61431,60991,24,0,:192-216:960-964,:192-216:960-964
1470,348,339,76025,75586,24,0,:696-720:960-964,:696-720:960-964
815,1092,1083,58686,58247,24,0,:336-360:960-964,:336-360:960-964
1267,1887,1876,33239,32800,24,0,:624-648:960-964,:624-648:960-964
1080,79,70,47931,47492,24,0,:936-964,:936-964
792,1564,1456,16363,15924,24,0,:744-768:960-964,:744-768:960-964
1524,1681,1672,102290,101851,24,0,:72-96:960-964,:72-96:960-964
220,862,853,4471,4032,24,0,:456-480:960-964,:456-480:960-964
431,49,40,46272,45833,24,0,:720-744:960-964,:720-744:960-964
656,1448,1443,18547,18108,24,0,:360-384:960-964,:360-384:960-964
1864,1875,1823,32685,32246,24,0,:552-576:960-964,:552-576:960-964
239,862,853,4490,4051,24,0,:912-936:960-964,:912-936:960-964
247,872,863,5009,4570,24,0,:144-168:960-964,:144-168:960-964
1875,1875,1823,32696,32257,24,0,:816-840:960-964,:816-840:960-964
308,882,873,5580,5141,24,0,:648-672:960-964,:648-672:960-964
566,119,110,50097,49658,24,0,:120-144:960-964,:120-144:960-964
1364,1162,1153,62526,62087,24,0,:72-96:960-964,:72-96:960-964
426,49,40,46267,45828,24,0,:600-624:960-964,:600-624:960-964
1140,1403,1360,15801,15362,24,0,:456-480:960-964,:456-480:960-964
1479,348,339,76034,75595,24,0,:912-936:960-964,:912-936:960-964
386,9,0,44067,43628,24,0,:600-624:960-964,:600-624:960-964
1075,79,70,47926,47487,24,0,:816-840:960-964,:816-840:960-964
1024,139,130,51215,50776,24,0,:552-576:960-964,:552-576:960-964
263,872,863,5025,4586,24,0,:528-552:960-964,:528-552:960-964
936,396,387,78635,78196,24,0,:360-384:960-964,:360-384:960-964
298,882,873,5570,5131,24,0,:408-432:960-964,:408-432:960-964
174,852,843,3915,3476,24,0,:312-336:960-964,:312-336:960-964
36,812,803,1737,1297,24,0,:840-864:960-964,:840-864:960-964
702,1082,1073,58143,57704,24,0,:504-528:960-964,:504-528:960-964
466,69,60,47367,46928,24,0,:600-624:960-964,:600-624:960-964
478,69,60,47379,46940,24,0,:888-912:960-964,:888-912:960-964
954,396,387,78653,78214,24,0,:792-816:960-964,:792-816:960-964
819,1092,1083,58690,58251,24,0,:432-456:960-964,:432-456:960-964
853,1781,1748,30474,30035,24,0,:288-312:960-964,:288-312:960-964
206,862,853,4457,4018,24,0,:120-144:960-964,:120-144:960-964
1269,1887,1876,33241,32802,24,0,:672-696:960-964,:672-696:960-964
1432,29,20,45173,44734,24,0,:744-768:960-964,:744-768:960-964
1386,1162,1153,62548,62109,24,0,:600-624:960-964,:600-624:960-964
32,812,803,1733,1293,24,0,:744-768:960-964,:744-768:960-964
1590,1994,1982,37642,37203,24,0,:696-720:960-964,:696-720:960-964
2,812,803,1703,1263,24,0,:24-48:960-964,:24-48:960-964
75,822,813,2286,1847,24,0,:816-840:960-964,:816-840:960-964
1496,1504,1370,17997,17558,24,0,:360-384:960-964,:360-384:960-964
1353,1599,1351,20765,20326,24,0,:768-792:960-964,:768-792:960-964
184,852,843,3925,3486,24,0,:552-576:960-964,:552-576:960-964
662,1448,1443,18553,18114,24,0,:504-528:960-964,:504-528:960-964
747,1142,1133,61449,61009,24,0,:624-648:960-964,:624-648:960-964
435,49,40,46276,45837,24,0,:816-840:960-964,:816-840:960-964
127,842,833,3358,2919,24,0,:144-168:960-964,:144-168:960-964
523,109,100,49544,49105,24,0,:48-72:960-964,:48-72:960-964
491,59,50,46802,46363,24,0,:240-264:960-964,:240-264:960-964
1870,1875,1823,32691,32252,24,0,:696-720:960-964,:696-720:960-964
1652,386,379,78081,77768,24,0,:264-288:960-964,:264-288:960-964
404,49,40,46245,45806,24,0,:72-96:960-964,:72-96:960-964
1829,318,309,74373,73934,24,0,:672-696:960-964,:672-696:960-964
1051,79,70,47902,47463,24,0,:240-264:960-964,:240-264:960-964
221,862,853,4472,4033,24,0,:480-504:960-964,:480-504:960-964
581,119,110,50112,49673,24,0,:480-504:960-964,:480-504:960-964
113,832,823,2834,2395,24,0,:768-792:960-964,:768-792:960-964
562,119,110,50093,49654,24,0,:24-48:960-964,:24-48:960-964
1833,318,309,74377,73938,24,0,:768-792:960-964,:768-792:960-964
1416,29,20,45157,44718,24,0,:360-384:960-964,:360-384:960-964
1038,139,130,51229,50790,24,0,:888-912:960-964,:888-912:960-964
63,822,813,2274,1835,24,0,:528-552:960-964,:528-552:960-964
45,822,813,2256,1817,24,0,:96-120:960-964,:96-120:960-964
912,1122,1113,60353,59914,24,0,:744-768:960-964,:744-768:960-964
1706,1380,1350,21308,20869,24,0,:600-624:960-964,:600-624:960-964
1217,1477,1354,16898,16459,24,0,:384-408:960-964,:384-408:960-964
1776,39,30,45707,45268,24,0,:360-384:960-964,:360-384:960-964
693,1082,1073,58134,57695,24,0,:288-312:960-964,:288-312:960-964
838,1092,1083,58709,58270,24,0,:888-912:960-964,:888-912:960-964
1791,39,30,45722,45283,24,0,:720-744:960-964,:720-744:960-964
462,69,60,47363,46924,24,0,:504-528:960-964,:504-528:960-964
303,882,873,5575,5136,24,0,:528-552:960-964,:528-552:960-964
810,1092,1083,58681,58242,24,0,:216-240:960-964,:216-240:960-964
1466,348,339,76021,75582,24,0,:600-624:960-964,:600-624:960-964
1196,99,90,49027,48588,24,0,:840-864:960-964,:840-864:960-964
1555,1681,1672,102321,101882,24,0,:816-840:960-964,:816-840:960-964
1904,406,397,79193,78754,24,0,:552-576:960-964,:552-576:960-964
1532,1681,1672,102298,101859,24,0,:264-288:960-964,:264-288:960-964
1676,386,379,78105,77792,24,0,:840-864:960-964,:840-864:960-964
1390,1162,1153,62552,62113,24,0,:696-720:960-964,:696-720:960-964
191,852,843,3932,3493,24,0,:720-744:960-964,:720-744:960-964
611,129,120,50652,50213,24,0,:240-264:960-964,:240-264:960-964
1463,348,339,76018,75579,24,0,:528-552:960-964,:528-552:960-964
203,862,853,4454,4015,24,0,:48-72:960-964,:48-72:960-964
135,842,833,3366,2927,24,0,:336-360:960-964,:336-360:960-964
1766,39,30,45697,45258,24,0,:120-144:960-964,:120-144:960-964
835,1092,1083,58706,58267,24,0,:816-840:960-964,:816-840:960-964
1851,1875,1823,32672,32233,24,0,:240-264:960-964,:240-264:960-964
1622,149,140,51763,51324,24,0,:504-528:960-964,:504-528:960-964
831,1092,1083,58702,58263,24,0,:720-744:960-964,:720-744:960-964
1099,89,80,48460,48021,24,0,:432-456:960-964,:432-456:960-964
1438,29,20,45179,44740,24,0,:888-912:960-964,:888-912:960-964
1794,39,30,45725,45286,24,0,:792-816:960-964,:792-816:960-964
1056,79,70,47907,47468,24,0,:360-384:960-964,:360-384:960-964
1210,1477,1354,16891,16452,24,0,:216-240:960-964,:216-240:960-964
661,1448,1443,18552,18113,24,0,:480-504:960-964,:480-504:960-964
56,822,813,2267,1828,24,0,:360-384:960-964,:360-384:960-964
1286,1112,1103,59777,59338,24,0,:120-144:960-964,:120-144:960-964
425,49,40,46266,45827,24,0,:576-600:960-964,:576-600:960-964
20,812,803,1721,1281,24,0,:456-480:960-964,:456-480:960-964
372,9,0,44053,43614,24,0,:264-288:960-964,:264-288:960-964
645,1448,1443,18536,18097,24,0,:96-120:960-964,:96-120:960-964
801,1092,1083,58672,58233,24,0,:0-24:960-964,:0-24:960-964
1900,406,397,79189,78750,24,0,:456-480:960-964,:456-480:960-964
535,109,100,49556,49117,24,0,:336-360:960-964,:336-360:960-964
1321,1599,1351,20733,20294,24,0,:0-24:960-964,:0-24:960-964
984,19,10,44615,44176,24,0,:552-576:960-964,:552-576:960-964
49,822,813,2260,1821,24,0,:192-216:960-964,:192-216:960-964
676,1448,1443,18567,18128,24,0,:840-864:960-964,:840-864:960-964
1738,1172,1163,63090,62651,24,0,:408-432:960-964,:408-432:960-964
267,872,863,5029,4590,24,0,:624-648:960-964,:624-648:960-964
315,882,873,5587,5148,24,0,:816-840:960-964,:816-840:960-964
1071,79,70,47922,47483,24,0,:720-744:960-964,:720-744:960-964
344,892,883,6126,5687,24,0,:552-576:960-964,:552-576:960-964
728,1142,1133,61430,60990,24,0,:168-192:960-964,:168-192:960-964
773,1564,1456,16344,15905,24,0,:288-312:960-964,:288-312:960-964
1688,1380,1350,21290,20851,24,0,:168-192:960-964,:168-192:960-964
1261,1887,1876,33233,32794,24,0,:480-504:960-964,:480-504:960-964
1604,149,140,51745,51306,24,0,:72-96:960-964,:72-96:960-964
752,1142,1133,61454,61014,24,0,:744-768:960-964,:744-768:960-964
650,1448,1443,18541,18102,24,0,:216-240:960-964,:216-240:960-964
1856,1875,1823,32677,32238,24,0,:360-384:960-964,:360-384:960-964
563,119,110,50094,49655,24,0,:48-72:960-964,:48-72:960-964
61,822,813,2272,1833,24,0,:480-504:960-964,:480-504:960-964
1785,39,30,45716,45277,24,0,:576-600:960-964,:576-600:960-964
1069,79,70,47920,47481,24,0,:672-696:960-964,:672-696:960-964
1420,29,20,45161,44722,24,0,:456-480:960-964,:456-480:960-964
1179,99,90,49010,48571,24,0,:432-456:960-964,:432-456:960-964
885,1122,1113,60326,59887,24,0,:96-120:960-964,:96-120:960-964
1025,139,130,51216,50777,24,0,:576-600:960-964,:576-600:960-964
613,129,120,50654,50215,24,0,:288-312:960-964,:288-312:960-964
770,1564,1456,16341,15902,24,0,:216-240:960-964,:216-240:960-964
1713,1380,1350,21315,20876,24,0,:768-792:960-964,:768-792:960-964
837,1092,1083,58708,58269,24,0,:864-888:960-964,:864-888:960-964
346,892,883,6128,5689,24,0,:600-624:960-964,:600-624:960-964
470,69,60,47371,46932,24,0,:696-720:960-964,:696-720:960-964
1268,1887,1876,33240,32801,24,0,:648-672:960-964,:648-672:960-964
1083,89,80,48444,48005,24,0,:48-72:960-964,:48-72:960-964
86,832,823,2807,2368,24,0,:120-144:960-964,:120-144:960-964
1000,19,10,44631,44192,24,0,:936-964,:936-964
1471,348,339,76026,75587,24,0,:720-744:960-964,:720-744:960-964
495,59,50,46806,46367,24,0,:336-360:960-964,:336-360:960-964
1277,1887,1876,33249,32810,24,0,:864-888:960-964,:864-888:960-964
1070,79,70,47921,47482,24,0,:696-720:960-964,:696-720:960-964
996,19,10,44627,44188,24,0,:840-864:960-964,:840-864:960-964
720,1082,1073,58161,57722,24,0,:936-964,:936-964
651,1448,1443,18542,18103,24,0,:240-264:960-964,:240-264:960-964
47,822,813,2258,1819,24,0,:144-168:960-964,:144-168:960-964
1654,386,379,78083,77770,24,0,:312-336:960-964,:312-336:960-964
1608,149,140,51749,51310,24,0,:168-192:960-964,:168-192:960-964
1326,1599,1351,20738,20299,24,0,:120-144:960-964,:120-144:960-964
1565,1994,1982,37617,37178,24,0,:96-120:960-964,:96-120:960-964
784,1564,1456,16355,15916,24,0,:552-576:960-964,:552-576:960-964
254,872,863,5016,4577,24,0,:312-336:960-964,:312-336:960-964
640,129,120,50681,50242,24,0,:936-964,:936-964
449,69,60,47350,46911,24,0,:192-216:960-964,:192-216:960-964
1345,1599,1351,20757,20318,24,0,:576-600:960-964,:576-600:960-964
1355,1599,1351,20767,20328,24,0,:816-840:960-964,:816-840:960-964
905,1122,1113,60346,59907,24,0,:576-600:960-964,:576-600:960-964
1552,1681,1672,102318,101879,24,0,:744-768:960-964,:744-768:960-964
1852,1875,1823,32673,32234,24,0,:264-288:960-964,:264-288:960-964
846,1781,1748,30467,30028,24,0,:120-144:960-964,:120-144:960-964
760,1142,1133,61462,61022,24,0,:936-964,:936-964
973,19,10,44604,44165,24,0,:288-312:960-964,:288-312:960-964
183,852,843,3924,3485,24,0,:528-552:960-964,:528-552:960-964
797,1564,1456,16368,15929,24,0,:864-888:960-964,:864-888:960-964
629,129,120,50670,50231,24,0,:672-696:960-964,:672-696:960-964
521,109,100,49542,49103,24,0,:0-24:960-964,:0-24:960-964
351,892,883,6133,5694,24,0,:720-744:960-964,:720-744:960-964
1035,139,130,51226,50787,24,0,:816-840:960-964,:816-840:960-964
190,852,843,3931,3492,24,0,:696-720:960-964,:696-720:960-964
666,1448,1443,18557,18118,24,0,:600-624:960-964,:600-624:960-964
891,1122,1113,60332,59893,24,0,:240-264:960-964,:240-264:960-964
1756,1172,1163,63108,62669,24,0,:840-864:960-964,:840-864:960-964
1551,1681,1672,102317,101878,24,0,:720-744:960-964,:720-744:960-964
1133,1403,1360,15794,15355,24,0,:288-312:960-964,:288-312:960-964
1679,386,379,78108,77795,24,0,:912-936:960-964,:912-936:960-964
787,1564,1456,16358,15919,24,0,:624-648:960-964,:624-648:960-964
1042,79,70,47893,47454,24,0,:24-48:960-964,:24-48:960-964
1448,348,339,76003,75564,24,0,:168-192:960-964,:168-192:960-964
283,882,873,5555,5116,24,0,:48-72:960-964,:48-72:960-964
895,1122,1113,60336,59897,24,0,:336-360:960-964,:336-360:960-964
229,862,853,4480,4041,24,0,:672-696:960-964,:672-696:960-964
1866,1875,1823,32687,32248,24,0,:600-624:960-964,:600-624:960-964
1680,386,379,78109,77796,24,0,:936-964,:936-964
1131,1403,1360,15792,15353,24,0,:240-264:960-964,:240-264:960-964
1844,1875,1823,32665,32226,24,0,:72-96:960-964,:72-96:960-964
1343,1599,1351,20755,20316,24,0,:528-552:960-964,:528-552:960-964
1889,406,397,79178,78739,24,0,:192-216:960-964,:192-216:960-964
1317,1112,1103,59808,59369,24,0,:864-888:960-964,:864-888:960-964
1372,1162,1153,62534,62095,24,0,:264-288:960-964,:264-288:960-964
689,1082,1073,58130,57691,24,0,:192-216:960-964,:192-216:960-964
1219,1477,1354,16900,16461,24,0,:432-456:960-964,:432-456:960-964
238,862,853,4489,4050,24,0,:888-912:960-964,:888-912:960-964
441,69,60,47342,46903,24,0,:0-24:960-964,:0-24:960-964
1718,1380,1350,21320,20881,24,0,:888-912:960-964,:888-912:960-964
1839,318,309,74383,73944,24,0,:912-936:960-964,:912-936:960-964
1407,29,20,45148,44709,24,0,:144-168:960-964,:144-168:960-964
520,59,50,46831,46392,24,0,:936-964,:936-964
1469,348,339,76024,75585,24,0,:672-696:960-964,:672-696:960-964
1658,386,379,78087,77774,24,0,:408-432:960-964,:408-432:960-964
709,1082,1073,58150,57711,24,0,:672-696:960-964,:672-696:960-964
524,109,100,49545,49106,24,0,:72-96:960-964,:72-96:960-964
288,882,873,5560,5121,24,0,:168-192:960-964,:168-192:960-964
681,1082,1073,58122,57683,24,0,:0-24:960-964,:0-24:960-964
233,862,853,4484,4045,24,0,:768-792:960-964,:768-792:960-964
389,9,0,44070,43631,24,0,:672-696:960-964,:672-696:960-964
1308,1112,1103,59799,59360,24,0,:648-672:960-964,:648-672:960-964
1262,1887,1876,33234,32795,24,0,:504-528:960-964,:504-528:960-964
1472,348,339,76027,75588,24,0,:744-768:960-964,:744-768:960-964
745,1142,1133,61447,61007,24,0,:576-600:960-964,:576-600:960-964
126,842,833,3357,2918,24,0,:120-144:960-964,:120-144:960-964
1059,79,70,47910,47471,24,0,:432-456:960-964,:432-456:960-964
1717,1380,1350,21319,20880,24,0,:864-888:960-964,:864-888:960-964
759,1142,1133,61461,61021,24,0,:912-936:960-964,:912-936:960-964
621,129,120,50662,50223,24,0,:480-504:960-964,:480-504:960-964
1843,1875,1823,32664,32225,24,0,:48-72:960-964,:48-72:960-964
166,852,843,3907,3468,24,0,:120-144:960-964,:120-144:960-964
658,1448,1443,18549,18110,24,0,:408-432:960-964,:408-432:960-964
1702,1380,1350,21304,20865,24,0,:504-528:960-964,:504-528:960-964
1329,1599,1351,20741,20302,24,0,:192-216:960-964,:192-216:960-964
1769,39,30,45700,45261,24,0,:192-216:960-964,:192-216:960-964
1461,348,339,76016,75577,24,0,:480-504:960-964,:480-504:960-964
41,822,813,2252,1813,24,0,:0-24:960-964,:0-24:960-964
779,1564,1456,16350,15911,24,0,:432-456:960-964,:432-456:960-964
1293,1112,1103,59784,59345,24,0,:288-312:960-964,:288-312:960-964
1722,1172,1163,63074,62635,24,0,:24-48:960-964,:24-48:960-964
430,49,40,46271,45832,24,0,:696-720:960-964,:696-720:960-964
1707,1380,1350,21309,20870,24,0,:624-648:960-964,:624-648:960-964
834,1092,1083,58705,58266,24,0,:792-816:960-964,:792-816:960-964
1288,1112,1103,59779,59340,24,0,:168-192:960-964,:168-192:960-964
1358,1599,1351,20770,20331,24,0,:888-912:960-964,:888-912:960-964
1406,29,20,45147,44708,24,0,:120-144:960-964,:120-144:960-964
758,1142,1133,61460,61020,24,0,:888-912:960-964,:888-912:960-964
1710,1380,1350,21312,20873,24,0,:696-720:960-964,:696-720:960-964
94,832,823,2815,2376,24,0,:312-336:960-964,:312-336:960-964
1874,1875,1823,32695,32256,24,0,:792-816:960-964,:792-816:960-964
899,1122,1113,60340,59901,24,0,:432-456:960-964,:432-456:960-964
965,19,10,44596,44157,24,0,:96-120:960-964,:96-120:960-964
497,59,50,46808,46369,24,0,:384-408:960-964,:384-408:960-964
1158,1403,1360,15819,15380,24,0,:888-912:960-964,:888-912:960-964
1149,1403,1360,15810,15371,24,0,:672-696:960-964,:672-696:960-964
1781,39,30,45712,45273,24,0,:480-504:960-964,:480-504:960-964
1512,1504,1370,18013,17574,24,0,:744-768:960-964,:744-768:960-964
1796,39,30,45727,45288,24,0,:840-864:960-964,:840-864:960-964
1235,1477,1354,16916,16477,24,0,:816-840:960-964,:816-840:960-964
1877,1875,1823,32698,32259,24,0,:864-888:960-964,:864-888:960-964
121,842,833,3352,2913,24,0,:0-24:960-964,:0-24:960-964
918,1122,1113,60359,59920,24,0,:888-912:960-964,:888-912:960-964
1893,406,397,79182,78743,24,0,:288-312:960-964,:288-312:960-964
1623,149,140,51764,51325,24,0,:528-552:960-964,:528-552:960-964
618,129,120,50659,50220,24,0,:408-432:960-964,:408-432:960-964
1908,406,397,79197,78758,24,0,:648-672:960-964,:648-672:960-964
130,842,833,3361,2922,24,0,:216-240:960-964,:216-240:960-964
164,852,843,3905,3466,24,0,:72-96:960-964,:72-96:960-964
607,129,120,50648,50209,24,0,:144-168:960-964,:144-168:960-964
506,59,50,46817,46378,24,0,:600-624:960-964,:600-624:960-964
1523,1681,1672,102289,101850,24,0,:48-72:960-964,:48-72:960-964
1574,1994,1982,37626,37187,24,0,:312-336:960-964,:312-336:960-964
1145,1403,1360,15806,15367,24,0,:576-600:960-964,:576-600:960-964
981,19,10,44612,44173,24,0,:480-504:960-964,:480-504:960-964
98,832,823,2819,2380,24,0,:408-432:960-964,:408-432:960-964
757,1142,1133,61459,61019,24,0,:864-888:960-964,:864-888:960-964
919,1122,1113,60360,59921,24,0,:912-936:960-964,:912-936:960-964
1673,386,379,78102,77789,24,0,:768-792:960-964,:768-792:960-964
500,59,50,46811,46372,24,0,:456-480:960-964,:456-480:960-964
1211,1477,1354,16892,16453,24,0,:240-264:960-964,:240-264:960-964
1041,79,70,47892,47453,24,0,:0-24:960-964,:0-24:960-964
25,812,803,1726,1286,24,0,:576-600:960-964,:576-600:960-964
499,59,50,46810,46371,24,0,:432-456:960-964,:432-456:960-964
1553,1681,1672,102319,101880,24,0,:768-792:960-964,:768-792:960-964
1541,1681,1672,102307,101868,24,0,:480-504:960-964,:480-504:960-964
1745,1172,1163,63097,62658,24,0,:576-600:960-964,:576-600:960-964
10,812,803,1711,1271,24,0,:216-240:960-964,:216-240:960-964
1316,1112,1103,59807,59368,24,0,:840-864:960-964,:840-864:960-964
701,1082,1073,58142,57703,24,0,:480-504:960-964,:480-504:960-964
347,892,883,6129,5690,24,0,:624-648:960-964,:624-648:960-964
224,862,853,4475,4036,24,0,:552-576:960-964,:552-576:960-964
1728,1172,1163,63080,62641,24,0,:168-192:960-964,:168-192:960-964
543,109,100,49564,49125,24,0,:528-552:960-964,:528-552:960-964
349,892,883,6131,5692,24,0,:672-696:960-964,:672-696:960-964
877,1781,1748,30498,30059,24,0,:864-888:960-964,:864-888:960-964
1497,1504,1370,17998,17559,24,0,:384-408:960-964,:384-408:960-964
1136,1403,1360,15797,15358,24,0,:360-384:960-964,:360-384:960-964
886,1122,1113,60327,59888,24,0,:120-144:960-964,:120-144:960-964
1202,1477,1354,16883,16444,24,0,:24-48:960-964,:24-48:960-964
1536,1681,1672,102302,101863,24,0,:360-384:960-964,:360-384:960-964
502,59,50,46813,46374,24,0,:504-528:960-964,:504-528:960-964
197,852,843,3938,3499,24,0,:864-888:960-964,:864-888:960-964
861,1781,1748,30482,30043,24,0,:480-504:960-964,:480-504:960-964
268,872,863,5030,4591,24,0,:648-672:960-964,:648-672:960-964
893,1122,1113,60334,59895,24,0,:288-312:960-964,:288-312:960-964
766,1564,1456,16337,15898,24,0,:120-144:960-964,:120-144:960-964
560,109,100,49581,49142,24,0,:936-964,:936-964
1770,39,30,45701,45262,24,0,:216-240:960-964,:216-240:960-964
977,19,10,44608,44169,24,0,:384-408:960-964,:384-408:960-964
903,1122,1113,60344,59905,24,0,:528-552:960-964,:528-552:960-964
1891,406,397,79180,78741,24,0,:240-264:960-964,:240-264:960-964
1665,386,379,78094,77781,24,0,:576-600:960-964,:576-600:960-964
1670,386,379,78099,77786,24,0,:696-720:960-964,:696-720:960-964
1758,1172,1163,63110,62671,24,0,:888-912:960-964,:888-912:960-964
1194,99,90,49025,48586,24,0,:792-816:960-964,:792-816:960-964
782,1564,1456,16353,15914,24,0,:504-528:960-964,:504-528:960-964
1417,29,20,45158,44719,24,0,:384-408:960-964,:384-408:960-964
159,842,833,3390,2951,24,0,:912-936:960-964,:912-936:960-964
670,1448,1443,18561,18122,24,0,:696-720:960-964,:696-720:960-964
667,1448,1443,18558,18119,24,0,:624-648:960-964,:624-648:960-964
960,396,387,78659,78220,24,0,:936-964,:936-964
1625,149,140,51766,51327,24,0,:576-600:960-964,:576-600:960-964
1659,386,379,78088,77775,24,0,:432-456:960-964,:432-456:960-964
634,129,120,50675,50236,24,0,:792-816:960-964,:792-816:960-964
1505,1504,1370,18006,17567,24,0,:576-600:960-964,:576-600:960-964
297,882,873,5569,5130,24,0,:384-408:960-964,:384-408:960-964
101,832,823,2822,2383,24,0,:480-504:960-964,:480-504:960-964
